age,income,cibil,loan,existing_emi,tenure,property_age,property_value,foir,ltv,loan_to_income,employment_type,city_type,approved
61,172754,741,3215104,26588,12,13,8384324,0.3605,0.3835,1.5509,self_employed,non_metro,1
43,62968,844,5500084,18793,7,23,8526708,1.6817,0.645,7.2789,self_employed,non_metro,0
65,123754,667,637238,16556,26,27,2757045,0.1748,0.2311,0.4291,self_employed,metro,1
55,123053,816,3496457,17916,29,19,8387518,0.3657,0.4169,2.3679,salaried,non_metro,1
26,168218,670,5496421,3616,9,16,9103703,0.4554,0.6038,2.7229,salaried,non_metro,1
39,150597,614,5481659,22243,6,0,8844800,0.7948,0.6198,3.0333,self_employed,metro,1
22,107366,711,924699,5638,7,5,5895004,0.1889,0.1569,0.7177,self_employed,non_metro,1
58,175510,844,1006984,18772,11,4,5723579,0.174,0.1759,0.4781,salaried,non_metro,1
22,50375,822,4171239,11925,10,15,5731728,1.2634,0.7277,6.9003,salaried,metro,1
46,125495,822,3747957,16609,21,9,4625647,0.3869,0.8103,2.4888,self_employed,non_metro,0
63,131506,760,2245668,13560,8,16,5549239,0.3489,0.4047,1.423,self_employed,non_metro,1
38,134436,783,1211468,9220,9,22,2247579,0.1882,0.539,0.751,self_employed,non_metro,1
54,125825,739,7653130,13028,23,19,8182801,0.606,0.9353,5.0686,self_employed,metro,0
37,242035,824,722624,24749,23,8,7096294,0.1269,0.1018,0.2488,salaried,metro,1
28,216140,667,2628568,7598,6,18,3059363,0.2514,0.8592,1.0135,self_employed,metro,1
26,215657,726,7686789,31476,8,20,9296209,0.6589,0.8269,2.9703,self_employed,non_metro,0
23,124193,824,3217277,13092,21,3,5086307,0.3262,0.6325,2.1588,salaried,non_metro,1
29,202087,848,3963411,8433,30,13,6222600,0.1925,0.6369,1.6344,salaried,metro,1
59,70587,679,2538524,20289,12,18,4225531,0.6866,0.6008,2.9969,salaried,non_metro,0
47,77118,793,4329873,15809,30,27,6467474,0.6367,0.6695,4.6788,salaried,metro,1
61,209566,829,6658452,23261,7,0,8037080,0.6142,0.8285,2.6477,self_employed,metro,1
28,198351,632,2602394,5615,20,12,9605718,0.1422,0.2709,1.0933,salaried,non_metro,1
58,77732,710,3697769,29361,5,26,8247339,1.3537,0.4484,3.9642,salaried,non_metro,0
65,249367,746,4877514,2696,5,10,6163385,0.4121,0.7914,1.63,self_employed,non_metro,1
54,50075,838,4883578,25408,25,26,8998470,1.2927,0.5427,8.1271,self_employed,non_metro,1
43,137697,636,4979294,29991,22,21,6858625,0.521,0.726,3.0134,self_employed,non_metro,1
48,135286,679,2297773,22327,25,10,7508114,0.3018,0.306,1.4154,salaried,metro,0
27,20338,792,4970049,3543,18,3,9174974,2.3869,0.5417,20.3644,self_employed,non_metro,1
35,114436,616,367613,571,23,9,1236342,0.0315,0.2973,0.2677,salaried,non_metro,1
63,122732,643,7377810,33654,19,16,8610355,0.8065,0.8569,5.0094,salaried,metro,0
64,47005,657,4673264,26192,17,1,7359509,1.4801,0.635,8.285,self_employed,non_metro,1
61,107081,634,2828661,5964,21,5,6024866,0.2808,0.4695,2.2013,salaried,non_metro,0
52,174452,755,1261617,29469,17,9,9584940,0.2361,0.1316,0.6027,self_employed,non_metro,1
36,128242,762,3293632,29173,21,10,8514703,0.4464,0.3868,2.1402,self_employed,non_metro,1
37,74100,670,4279281,23869,10,13,6896465,1.0381,0.6205,4.8125,salaried,metro,0
57,87964,824,903534,33446,14,24,6378066,0.485,0.1417,0.856,self_employed,non_metro,1
50,53811,827,4652927,11710,7,14,6207179,1.587,0.7496,7.2057,self_employed,non_metro,0
41,136440,720,3749555,19821,6,20,3988899,0.6338,0.94,2.2901,salaried,metro,1
57,177527,791,2016978,15324,7,4,7690178,0.2662,0.2623,0.9468,salaried,metro,1
55,155266,600,1172390,27407,7,28,8072217,0.2961,0.1452,0.6292,self_employed,metro,1
23,76072,822,4063016,9919,17,5,7663983,0.6262,0.5301,4.4508,salaried,non_metro,0
25,115556,703,4278943,774,8,7,7137247,0.5396,0.5995,3.0858,salaried,non_metro,1
55,43167,722,5238639,2226,5,27,9924546,2.5414,0.5278,10.1131,salaried,non_metro,0
36,128116,758,4852603,26368,19,11,9523877,0.5412,0.5095,3.1564,self_employed,metro,1
23,128987,712,4191590,1342,14,15,7114853,0.3418,0.5891,2.708,self_employed,non_metro,1
29,164268,649,6568684,12529,22,14,8609112,0.4115,0.763,3.3323,salaried,metro,0
61,150077,777,1713708,20284,30,9,5581203,0.223,0.307,0.9516,salaried,non_metro,1
23,144682,623,7394910,12289,14,23,8374462,0.6062,0.883,4.2593,self_employed,metro,0
59,143545,643,7296286,24111,14,30,7522946,0.6864,0.9699,4.2358,self_employed,non_metro,0
52,97432,655,3747803,16943,11,2,9256366,0.6234,0.4049,3.2055,salaried,metro,0
28,153170,622,4529849,25682,28,15,5598653,0.3987,0.8091,2.4645,salaried,metro,1
56,240549,659,6715492,36483,22,15,9063522,0.3857,0.7409,2.3264,self_employed,metro,1
38,104051,745,4650356,37467,17,11,8928535,0.775,0.5208,3.7244,salaried,non_metro,1
37,176044,774,860699,7934,6,12,3586341,0.132,0.24,0.4074,self_employed,metro,1
53,221562,713,5107917,38255,11,18,8681440,0.4421,0.5884,1.9212,self_employed,metro,1
60,65650,821,5854343,35250,22,10,7573474,1.2846,0.773,7.4313,self_employed,metro,0
41,97807,831,6244696,24281,13,15,9132058,0.9258,0.6838,5.3206,salaried,metro,0
50,106409,732,4427614,7738,24,2,6548507,0.4119,0.6761,3.4674,self_employed,non_metro,1
33,189580,653,2629758,17905,12,2,6973025,0.2484,0.3771,1.156,self_employed,non_metro,1
32,185936,607,1660994,30243,29,21,9577076,0.2319,0.1734,0.7444,self_employed,non_metro,1
21,212070,810,7618639,5004,30,4,9591891,0.2998,0.7943,2.9938,self_employed,non_metro,0
49,25801,652,7273608,30908,21,26,8950380,3.6005,0.8127,23.4927,self_employed,non_metro,0
64,28757,646,6520863,28280,8,28,8347904,4.2469,0.7811,18.8965,self_employed,metro,0
61,45735,613,7239366,37867,21,27,9019323,2.177,0.8027,13.1908,self_employed,non_metro,1
46,170125,657,4858789,7708,19,19,7496878,0.2982,0.6481,2.38,self_employed,metro,0
22,178160,811,4137554,19812,28,9,9736491,0.2926,0.425,1.9353,self_employed,non_metro,0
56,157845,755,4343565,38272,27,7,7513931,0.4594,0.5781,2.2932,self_employed,metro,1
51,61512,797,5541189,38368,18,8,5633766,1.4394,0.9836,7.5069,salaried,non_metro,1
48,109459,709,1099205,16868,17,25,5557497,0.2473,0.1978,0.8368,salaried,non_metro,1
30,242090,817,3579036,20596,28,27,6534855,0.2006,0.5477,1.232,salaried,metro,1
57,22950,800,3991901,6474,9,5,6545704,2.5919,0.6099,14.4949,self_employed,non_metro,0
56,47602,777,7630287,37108,22,8,9359563,2.1235,0.8152,13.3578,self_employed,non_metro,0
40,175833,649,2981008,28469,14,7,3518182,0.3348,0.8473,1.4128,salaried,non_metro,1
50,86623,707,2037748,6703,19,1,6886133,0.2857,0.2959,1.9604,salaried,metro,1
29,109523,643,4594718,33237,12,1,8977549,0.7692,0.5118,3.496,salaried,metro,0
35,47745,628,7181300,5446,8,30,8525446,2.2788,0.8423,12.5341,self_employed,metro,0
28,102762,736,2004933,19792,8,1,5450350,0.4734,0.3679,1.6259,salaried,non_metro,1
54,139029,677,3550275,25084,7,2,6441641,0.5848,0.5511,2.128,salaried,metro,1
37,145033,699,4063142,16824,10,1,6121014,0.4634,0.6638,2.3346,salaried,non_metro,0
63,96398,669,6334901,28980,29,21,9301849,0.8098,0.681,5.4763,salaried,non_metro,0
46,159290,740,7350147,12212,22,8,7948305,0.4635,0.9247,3.8453,self_employed,metro,0
32,124749,682,7687761,29094,6,25,9209904,1.3288,0.8347,5.1355,self_employed,non_metro,1
28,229213,828,7931059,27763,23,5,8031498,0.407,0.9875,2.8834,self_employed,non_metro,0
21,249451,616,5500311,652,15,14,5896112,0.2197,0.9329,1.8375,salaried,metro,0
60,161327,641,5860778,3001,6,3,6647552,0.6645,0.8816,3.0274,salaried,non_metro,0
61,181839,730,7496880,36715,19,15,9633644,0.567,0.7782,3.4357,self_employed,non_metro,1
57,43708,767,7704515,39433,13,30,8358601,2.7728,0.9217,14.6894,self_employed,non_metro,1
64,148232,841,2071802,33332,10,7,4356435,0.3982,0.4756,1.1647,self_employed,metro,1
53,180380,798,1073469,3262,27,21,1468667,0.065,0.7309,0.4959,salaried,metro,1
53,221932,681,5639447,3362,27,18,9689310,0.2155,0.582,2.1176,salaried,metro,1
46,234937,657,4441134,28237,9,14,9622951,0.3712,0.4615,1.5753,self_employed,non_metro,0
50,161180,803,7130527,32326,19,26,9545351,0.5923,0.747,3.6866,self_employed,metro,1
22,193461,718,2213209,9484,20,19,5633856,0.1483,0.3928,0.9533,self_employed,metro,1
55,197568,702,3381554,24124,17,19,8157739,0.281,0.4145,1.4263,self_employed,non_metro,1
53,215600,696,3964672,3849,13,24,9891708,0.213,0.4008,1.5324,self_employed,non_metro,0
26,175796,774,3301564,10843,15,23,5558023,0.2466,0.594,1.5651,self_employed,non_metro,1
61,138932,679,3068346,28083,29,27,5763434,0.3732,0.5324,1.8404,self_employed,non_metro,1
54,148967,660,4393177,13248,6,27,5605059,0.6132,0.7838,2.4576,self_employed,non_metro,0
56,234467,790,7544977,28539,12,13,8492686,0.4789,0.8884,2.6816,self_employed,metro,1
64,171879,670,7552361,28341,25,18,9385896,0.5187,0.8046,3.6617,self_employed,metro,1
65,160711,613,6276115,6293,7,17,7727267,0.6576,0.8122,3.2543,self_employed,metro,1
49,211699,639,2536060,12627,20,17,2923935,0.1636,0.8673,0.9983,self_employed,metro,1
49,78486,627,6723553,33327,14,17,7020711,1.2983,0.9577,7.1388,self_employed,metro,0
35,135911,618,4624636,7382,29,20,8990946,0.3179,0.5144,2.8356,self_employed,metro,0
54,241326,609,988768,7281,7,27,1944716,0.0951,0.5084,0.3414,self_employed,metro,1
48,187224,699,5473511,33026,11,30,6657195,0.5181,0.8222,2.4363,self_employed,non_metro,0
65,155596,708,1561231,13630,20,15,2096896,0.1747,0.7445,0.8362,salaried,metro,1
27,228152,767,7865359,27161,27,26,9866556,0.3908,0.7972,2.8729,self_employed,non_metro,1
51,116752,784,6874725,37008,12,14,9958706,0.9706,0.6903,4.9069,salaried,non_metro,1
49,216104,696,7823871,5202,28,13,9718374,0.3069,0.8051,3.017,salaried,non_metro,1
62,118783,841,7049455,4437,22,15,7786872,0.5349,0.9053,4.9456,self_employed,non_metro,1
54,120577,695,5843653,35737,13,17,6535112,0.8107,0.8942,4.0387,self_employed,non_metro,0
33,105558,610,4602778,28512,27,8,5730486,0.6139,0.8032,3.6337,self_employed,metro,0
54,95357,803,836661,9587,14,24,6991347,0.19,0.1197,0.7312,self_employed,non_metro,1
49,176588,610,7526648,14850,28,14,9918775,0.4171,0.7588,3.5519,salaried,metro,0
28,240475,786,3708376,12691,13,6,7039252,0.2164,0.5268,1.2851,self_employed,non_metro,1
40,88375,846,6523919,27756,9,12,7708578,1.2944,0.8463,6.1517,self_employed,metro,1
56,145814,738,3072880,22362,11,21,8443433,0.3996,0.3639,1.7562,self_employed,metro,1
52,200865,842,7924044,21685,25,17,9318402,0.4256,0.8504,3.2875,salaried,metro,1
54,62894,703,3505670,2191,24,26,4684788,0.4892,0.7483,4.6449,salaried,non_metro,0
61,87982,679,2384874,34251,12,7,7069478,0.6902,0.3373,2.2589,salaried,non_metro,1
42,184195,826,362590,2624,23,11,6447232,0.0305,0.0562,0.164,salaried,non_metro,1
47,103822,652,4477314,9170,16,25,5362124,0.4999,0.835,3.5937,self_employed,non_metro,1
37,94662,673,6189190,3313,27,7,7197357,0.5505,0.8599,5.4485,salaried,metro,1
31,104058,707,6878900,5964,13,6,8442183,0.7588,0.8148,5.5089,self_employed,metro,0
40,138057,743,7406548,25875,24,1,7616469,0.6247,0.9724,4.4707,self_employed,non_metro,1
56,71775,660,7605150,20562,22,13,9435749,1.1748,0.806,8.8299,self_employed,non_metro,0
58,59398,848,843922,5643,6,30,9942576,0.3476,0.0849,1.184,salaried,non_metro,1
35,41322,662,7621522,18004,8,20,9547928,3.0902,0.7982,15.3702,self_employed,metro,1
47,206169,742,7998238,35915,19,20,8248289,0.5177,0.9697,3.2329,salaried,metro,1
65,26947,790,6305922,36884,29,25,9460109,3.1818,0.6666,19.501,salaried,metro,1
36,77498,680,4060425,30030,11,8,6210932,0.9998,0.6538,4.3662,self_employed,non_metro,0
61,190649,750,5357210,16630,7,7,8412704,0.5322,0.6368,2.3417,self_employed,metro,1
25,75546,826,3640613,29407,25,18,6500111,0.7773,0.5601,4.0159,salaried,metro,0
57,235367,634,7753342,4247,19,25,8134561,0.3097,0.9531,2.7451,salaried,non_metro,0
56,199284,795,5139785,16845,18,10,7773460,0.3181,0.6612,2.1493,salaried,non_metro,1
42,118693,626,3923352,30637,21,17,9601617,0.5398,0.4086,2.7546,salaried,metro,1
54,81078,649,3035368,36745,6,17,9949989,1.1188,0.3051,3.1198,salaried,metro,0
37,162686,826,6930540,15619,19,15,7376986,0.4732,0.9395,3.5501,salaried,non_metro,1
21,183837,644,6614612,29317,12,2,8338711,0.5589,0.7932,2.9984,self_employed,non_metro,1
57,172072,829,482430,24234,25,22,5419048,0.1634,0.089,0.2336,salaried,non_metro,1
32,64628,640,2878959,26181,17,7,4677687,0.8186,0.6155,3.7122,salaried,non_metro,1
51,142311,820,6007340,19078,19,11,7517976,0.5078,0.7991,3.5177,self_employed,metro,0
37,171621,849,1889345,26844,15,25,2814507,0.2648,0.6713,0.9174,self_employed,non_metro,0
50,218499,830,2836330,16182,23,13,5413132,0.1813,0.524,1.0817,salaried,metro,1
33,122387,666,5573898,6760,15,17,7599317,0.5037,0.7335,3.7953,self_employed,metro,1
36,98083,750,5899303,4027,19,21,9477019,0.5736,0.6225,5.0122,salaried,metro,0
35,143338,758,3615844,31420,29,12,7804756,0.4146,0.4633,2.1022,self_employed,metro,1
49,203614,827,7553371,17731,7,24,9764811,0.6746,0.7735,3.0914,salaried,non_metro,0
42,72470,655,5969349,12985,18,20,8690502,0.925,0.6869,6.8642,salaried,metro,1
29,214930,802,2776452,13978,6,14,4570330,0.2947,0.6075,1.0765,self_employed,metro,1
35,72335,636,1071975,9043,22,5,7432322,0.2493,0.1442,1.235,self_employed,non_metro,0
24,192914,684,923287,6157,21,27,5524962,0.0727,0.1671,0.3988,salaried,non_metro,1
40,57190,725,1453881,5692,5,30,9669403,0.6211,0.1504,2.1185,salaried,metro,1
31,171358,807,706969,31238,27,8,5151889,0.2148,0.1372,0.3438,salaried,metro,1
36,225559,778,885819,14304,25,0,3133901,0.095,0.2827,0.3273,self_employed,metro,1
36,195360,695,7894945,26058,10,2,9591928,0.6344,0.8231,3.3677,salaried,non_metro,1
54,154207,761,896388,7009,9,21,3457956,0.1226,0.2592,0.4844,salaried,metro,1
45,71823,616,2355761,4966,14,26,6537838,0.4037,0.3603,2.7333,self_employed,non_metro,1
50,190244,612,1163585,26606,18,9,9855017,0.1952,0.1181,0.5097,self_employed,non_metro,1
57,240015,706,6812973,1446,28,9,8470672,0.2278,0.8043,2.3655,salaried,non_metro,1
65,234988,603,4174765,32435,19,25,5219481,0.2953,0.7998,1.4805,salaried,non_metro,1
24,117917,775,7858642,29181,24,17,9480179,0.7907,0.829,5.5538,self_employed,metro,0
54,193541,785,1339196,26537,12,13,8306448,0.2139,0.1612,0.5766,salaried,non_metro,1
59,130097,664,2551025,1900,19,15,5654269,0.1882,0.4512,1.6341,self_employed,non_metro,1
53,45210,726,6243179,9742,22,15,7576408,1.3733,0.824,11.5077,self_employed,non_metro,0
37,170764,609,1750815,35378,11,12,5910977,0.327,0.2962,0.8544,salaried,metro,1
58,202288,713,2416552,15609,27,0,2632772,0.1713,0.9179,0.9955,self_employed,metro,1
59,182885,678,4762649,35762,7,13,8672102,0.608,0.5492,2.1701,self_employed,metro,0
47,185121,657,6032665,17584,22,10,7561876,0.3682,0.7978,2.7156,salaried,non_metro,1
61,109210,704,3463514,39218,5,20,6299728,1.0098,0.5498,2.6429,salaried,non_metro,1
23,55935,622,346591,5989,9,20,2088877,0.1894,0.1659,0.5164,salaried,metro,1
58,90140,729,4223441,6912,23,1,4232158,0.4637,0.9979,3.9045,salaried,metro,1
30,163071,654,4382683,36912,17,23,7663221,0.4758,0.5719,2.2397,salaried,metro,1
55,132583,614,5924741,10172,22,15,7517321,0.4514,0.7881,3.7239,self_employed,metro,1
21,92493,686,7280132,4903,11,11,8248873,0.9728,0.8826,6.5592,salaried,non_metro,0
52,174613,650,1406652,15158,26,1,8832464,0.151,0.1593,0.6713,self_employed,metro,1
58,240675,674,5486029,9403,30,28,9406972,0.2143,0.5832,1.8995,self_employed,non_metro,1
62,202267,657,7254582,8729,16,5,7811524,0.3855,0.9287,2.9889,self_employed,metro,1
39,60334,650,4806363,33680,16,26,7804224,1.3186,0.6159,6.6385,self_employed,non_metro,1
27,42895,648,6701279,34121,11,9,9900134,2.6212,0.6769,13.0188,salaried,non_metro,1
26,88330,837,4674120,25458,9,17,9509450,0.9909,0.4915,4.4097,self_employed,metro,0
32,45199,606,6108984,24639,16,8,6268416,1.8352,0.9746,11.2631,salaried,non_metro,1
22,32842,656,3423271,26396,27,2,6414080,1.6255,0.5337,8.6862,salaried,metro,0
41,99493,726,4872689,2981,20,12,5433684,0.455,0.8968,4.0813,salaried,metro,1
21,205311,675,3960652,39220,16,11,4084838,0.3752,0.9696,1.6076,self_employed,metro,1
25,149025,795,4225637,26376,12,17,6566027,0.4917,0.6436,2.3629,self_employed,metro,0
43,224879,730,2953568,5371,25,4,3368786,0.1296,0.8767,1.0945,self_employed,metro,1
32,131321,600,7326212,11677,26,10,7467718,0.5332,0.9811,4.649,self_employed,non_metro,0
44,148757,777,2590152,18749,5,14,4029407,0.4833,0.6428,1.451,self_employed,metro,1
39,97097,661,1594105,10564,8,5,6140400,0.3451,0.2596,1.3681,self_employed,metro,1
31,191199,601,3455751,14481,26,18,9364546,0.2197,0.369,1.5062,self_employed,non_metro,1
58,93438,603,3602550,34081,30,21,7517220,0.6612,0.4792,3.213,self_employed,non_metro,0
25,214559,694,2269047,38208,25,19,9762917,0.2632,0.2324,0.8813,salaried,non_metro,0
53,83791,619,2336213,32384,6,12,7544544,0.8822,0.3097,2.3235,salaried,non_metro,1
46,153014,634,3857834,5670,22,10,7474032,0.2484,0.5162,2.101,salaried,non_metro,0
40,218503,759,7406512,17433,6,19,8714456,0.6824,0.8499,2.8247,self_employed,non_metro,1
43,137691,708,7597404,18568,9,11,8472044,0.8676,0.8968,4.5981,salaried,non_metro,0
24,89205,809,4522093,30367,26,19,6886881,0.7441,0.6566,4.2244,salaried,metro,0
39,121915,741,5992492,18172,26,9,9629048,0.5405,0.6223,4.0961,salaried,non_metro,0
27,118789,726,6071105,37915,11,28,8499891,0.9165,0.7143,4.259,salaried,metro,1
31,228509,714,2694706,33432,13,5,5974059,0.2714,0.4511,0.9827,salaried,metro,0
37,27262,632,7642361,11536,14,14,9623358,3.2823,0.7941,23.3608,salaried,non_metro,0
28,77058,804,6530481,19816,11,28,8598356,1.2476,0.7595,7.0623,salaried,metro,0
30,174373,806,5483716,9410,11,22,6812579,0.4215,0.8049,2.6207,salaried,non_metro,1
62,238608,697,7530550,36115,18,19,7676066,0.4371,0.981,2.63,salaried,metro,1
65,231684,803,1770967,34603,17,12,3683528,0.2203,0.4808,0.637,self_employed,metro,1
24,226972,762,996045,10681,14,10,1444107,0.0918,0.6897,0.3657,self_employed,non_metro,1
60,25944,838,999414,9942,13,5,3423076,0.792,0.292,3.2102,salaried,non_metro,1
60,190699,702,6020264,25421,21,14,6179837,0.4024,0.9742,2.6308,salaried,non_metro,1
56,206979,639,6256933,13394,12,15,8175798,0.4003,0.7653,2.5191,self_employed,metro,0
42,36116,768,5763754,31668,7,5,6005367,3.4042,0.9598,13.2992,salaried,metro,0
46,101276,832,3115846,32121,30,28,9460613,0.5537,0.3293,2.5638,salaried,non_metro,1
21,186830,836,6915524,32958,16,5,8997595,0.5297,0.7686,3.0846,salaried,metro,1
57,36046,844,6379973,15961,26,4,7400081,1.8524,0.8621,14.7496,self_employed,metro,1
44,85930,606,1198332,26830,28,25,3401956,0.4212,0.3522,1.1621,salaried,metro,0
29,171001,668,5976495,1611,19,0,6712544,0.3189,0.8903,2.9125,self_employed,non_metro,1
40,44641,607,2942915,31375,26,29,3750595,1.2278,0.7847,5.4937,salaried,metro,1
29,142450,801,7973974,38002,12,19,8282575,0.8882,0.9627,4.6648,self_employed,non_metro,1
52,79268,815,7597671,25356,20,5,8308192,1.1517,0.9145,7.9873,salaried,metro,0
50,244239,631,2383122,22285,17,10,4134908,0.1818,0.5763,0.8131,self_employed,metro,0
42,178479,672,701698,31008,14,15,6557766,0.2138,0.107,0.3276,self_employed,non_metro,1
57,246239,657,2460974,24844,5,29,8008767,0.3059,0.3073,0.8329,salaried,metro,1
39,73548,816,5874560,1656,27,5,7462459,0.6523,0.7872,6.6562,salaried,metro,1
64,47489,731,6197981,18602,21,14,8830561,1.504,0.7019,10.8762,salaried,metro,1
36,31187,765,2209619,37032,18,10,9023684,1.8289,0.2449,5.9042,salaried,non_metro,1
25,103529,680,3728023,34843,8,4,4986666,0.8548,0.7476,3.0008,salaried,metro,0
51,75408,644,6005670,24731,16,12,7536255,1.0881,0.7969,6.6369,self_employed,metro,1
27,141973,756,7799827,9728,7,3,7999769,0.9386,0.975,4.5782,salaried,metro,0
44,131667,681,478424,21245,22,3,6259573,0.1918,0.0764,0.3028,salaried,non_metro,1
25,86776,775,2602798,35571,27,26,9764156,0.6464,0.2666,2.4995,self_employed,non_metro,1
61,161350,736,5218739,30639,18,28,6338536,0.4828,0.8233,2.6954,self_employed,non_metro,1
65,183877,666,3462852,2280,14,10,9304488,0.2045,0.3722,1.5694,self_employed,non_metro,1
37,73262,716,2733108,18458,25,29,3579550,0.5523,0.7635,3.1088,salaried,non_metro,1
39,219776,667,1169913,20549,15,29,9370108,0.1459,0.1249,0.4436,self_employed,metro,1
63,191745,782,4719417,39569,17,25,6736414,0.4348,0.7006,2.0511,salaried,non_metro,1
37,176304,656,7932634,1061,16,2,9047467,0.4355,0.8768,3.7495,self_employed,metro,1
54,162669,626,1864390,32397,28,10,4148386,0.2887,0.4494,0.9551,salaried,metro,1
26,174895,721,3812215,31481,9,17,9579496,0.4695,0.398,1.8164,self_employed,metro,1
23,90225,603,2702245,18384,27,19,5213167,0.4399,0.5183,2.4958,salaried,metro,1
57,57312,708,6479274,32177,11,4,7628420,1.8826,0.8494,9.4211,salaried,metro,0
26,224978,639,3707827,31393,10,29,5955569,0.3439,0.6226,1.3734,salaried,metro,1
22,238893,787,2860483,13947,27,21,5679655,0.1528,0.5036,0.9978,salaried,metro,1
26,52822,810,5440936,25463,24,17,8343790,1.3216,0.6521,8.5838,self_employed,metro,1
52,214499,686,1465920,23889,19,29,2830077,0.1719,0.518,0.5695,self_employed,non_metro,1
50,121734,702,4513970,5777,24,26,7261396,0.3497,0.6216,3.0901,self_employed,metro,1
